駅番号,路線名,駅名
N20,大阪市営地下鉄長堀鶴見緑地線,森ノ宮駅
N21,大阪市営地下鉄長堀鶴見緑地線,大阪ビジネスパーク駅
N22,大阪市営地下鉄長堀鶴見緑地線,京橋駅
N23,大阪市営地下鉄長堀鶴見緑地線,蒲生四丁目駅
N24,大阪市営地下鉄長堀鶴見緑地線,今福鶴見駅
N25,大阪市営地下鉄長堀鶴見緑地線,横堤駅
N26,大阪市営地下鉄長堀鶴見緑地線,鶴見緑地駅
N27,大阪市営地下鉄長堀鶴見緑地線,門真南駅
I11,大阪市営地下鉄今里筋線,井高野駅
I12,大阪市営地下鉄今里筋線,瑞光四丁目駅
I13,大阪市営地下鉄今里筋線,だいどう豊里駅
I14,大阪市営地下鉄今里筋線,太子橋今市駅
I15,大阪市営地下鉄今里筋線,清水駅
I16,大阪市営地下鉄今里筋線,新森古市駅
I17,大阪市営地下鉄今里筋線,関目成育駅
I18,大阪市営地下鉄今里筋線,蒲生四丁目駅
I19,大阪市営地下鉄今里筋線,鴫野駅
I20,大阪市営地下鉄今里筋線,緑橋駅
I21,大阪市営地下鉄今里筋線,今里駅
P09,大阪市交通局南港ポートタウン線,コスモスクエア駅
P10,大阪市交通局南港ポートタウン線,トレードセンター前駅
P11,大阪市交通局南港ポートタウン線,中ふ頭駅
P12,大阪市交通局南港ポートタウン線,ポートタウン西駅
P13,大阪市交通局南港ポートタウン線,ポートタウン東駅
P14,大阪市交通局南港ポートタウン線,フェリーターミナル駅
P15,大阪市交通局南港ポートタウン線,南港東駅
P16,大阪市交通局南港ポートタウン線,南港口駅
P17,大阪市交通局南港ポートタウン線,平林駅
P18,大阪市交通局南港ポートタウン線,住之江公園駅
M08,北大阪急行電鉄南北線,千里中央駅
M09,北大阪急行電鉄南北線,桃山台駅
M10,北大阪急行電鉄南北線,緑地公園駅
M11,北大阪急行電鉄南北線,江坂駅
A01,近鉄難波線,大阪難波駅
A02,近鉄難波線,近鉄日本橋駅
A03,近鉄難波線,大阪上本町駅
A01,近鉄奈良線,大阪難波駅
A02,近鉄奈良線,近鉄日本橋駅
A03,近鉄奈良線,大阪上本町駅
A04,近鉄奈良線,鶴橋駅
A05,近鉄奈良線,今里駅
A06,近鉄奈良線,布施駅
A07,近鉄奈良線,河内永和駅
A08,近鉄奈良線,河内小阪駅
A09,近鉄奈良線,八戸ノ里駅
A10,近鉄奈良線,若江岩田駅
A11,近鉄奈良線,河内花園駅
A12,近鉄奈良線,東花園駅
A13,近鉄奈良線,瓢箪山駅
A14,近鉄奈良線,枚岡駅
A15,近鉄奈良線,額田駅
A16,近鉄奈良線,石切駅
A17,近鉄奈良線,生駒駅
A18,近鉄奈良線,東生駒駅
A19,近鉄奈良線,富雄駅
A20,近鉄奈良線,学園前駅
A21,近鉄奈良線,菖蒲池駅
A26,近鉄奈良線,大和西大寺駅
A27,近鉄奈良線,新大宮駅
A28,近鉄奈良線,近鉄奈良駅
G17,近鉄生駒線,生駒駅
G18,近鉄生駒線,菜畑駅
G19,近鉄生駒線,一分駅
G20,近鉄生駒線,南生駒駅
G21,近鉄生駒線,萩の台駅
G22,近鉄生駒線,東山駅
G23,近鉄生駒線,元山上口駅
G24,近鉄生駒線,平群駅
G25,近鉄生駒線,竜田川駅
G26,近鉄生駒線,勢野北口駅
G27,近鉄生駒線,信貴山下駅
G28,近鉄生駒線,王寺駅
B01,近鉄京都線,京都駅
B02,近鉄京都線,東寺駅
B03,近鉄京都線,十条駅
B04,近鉄京都線,上鳥羽口駅
B05,近鉄京都線,竹田駅
B06,近鉄京都線,伏見駅
B07,近鉄京都線,近鉄丹波橋駅
B08,近鉄京都線,桃山御陵前駅
B09,近鉄京都線,向島駅
B10,近鉄京都線,小倉駅
B11,近鉄京都線,伊勢田駅
B12,近鉄京都線,大久保駅
B13,近鉄京都線,久津川駅
B14,近鉄京都線,寺田駅
B15,近鉄京都線,富野荘駅
B16,近鉄京都線,新田辺駅
B17,近鉄京都線,興戸駅
B18,近鉄京都線,三山木駅
B19,近鉄京都線,近鉄宮津駅
B20,近鉄京都線,狛田駅
B21,近鉄京都線,新祝園駅
B22,近鉄京都線,木津川台駅
B23,近鉄京都線,山田川駅
B24,近鉄京都線,高の原駅
B25,近鉄京都線,平城駅
B26,近鉄京都線,大和西大寺駅
B26,近鉄橿原線,大和西大寺駅
B27,近鉄橿原線,尼ヶ辻駅
B28,近鉄橿原線,西ノ京駅
B29,近鉄橿原線,九条駅
B30,近鉄橿原線,近鉄郡山駅
B31,近鉄橿原線,筒井駅
B32,近鉄橿原線,平端駅
B33,近鉄橿原線,ファミリー公園前駅
B34,近鉄橿原線,結崎駅
B35,近鉄橿原線,石見駅
B36,近鉄橿原線,田原本駅
B37,近鉄橿原線,笠縫駅
B38,近鉄橿原線,新ノ口駅
B39,近鉄橿原線,大和八木駅
B40,近鉄橿原線,八木西口駅
B41,近鉄橿原線,畝傍御陵前駅
B42,近鉄橿原線,橿原神宮前駅
H32,近鉄天理線,平端駅
H33,近鉄天理線,二階堂駅
H34,近鉄天理線,前栽駅
H35,近鉄天理線,天理駅
I36,近鉄田原本線,西田原本駅
I37,近鉄田原本線,黒田駅
I38,近鉄田原本線,但馬駅
I39,近鉄田原本線,箸尾駅
I40,近鉄田原本線,池部駅
I41,近鉄田原本線,佐味田川駅
I42,近鉄田原本線,大輪田駅
I43,近鉄田原本線,新王寺駅
C23,近鉄けいはんな線,長田駅
C24,近鉄けいはんな線,荒本駅
C25,近鉄けいはんな線,吉田駅
C26,近鉄けいはんな線,新石切駅
C27,近鉄けいはんな線,生駒駅
C28,近鉄けいはんな線,白庭台駅
C29,近鉄けいはんな線,学研北生駒駅
C30,近鉄けいはんな線,学研奈良登美ヶ丘駅
D03,近鉄大阪線,大阪上本町駅
D04,近鉄大阪線,鶴橋駅
D05,近鉄大阪線,今里駅
D06,近鉄大阪線,布施駅
D07,近鉄大阪線,俊徳道駅
D08,近鉄大阪線,長瀬駅
D09,近鉄大阪線,弥刀駅
D10,近鉄大阪線,久宝寺口駅
D11,近鉄大阪線,近鉄八尾駅
D12,近鉄大阪線,河内山本駅
D13,近鉄大阪線,高安駅
D14,近鉄大阪線,恩智駅
D15,近鉄大阪線,法善寺駅
D16,近鉄大阪線,堅下駅
D17,近鉄大阪線,安堂駅
D18,近鉄大阪線,河内国分駅
D19,近鉄大阪線,大阪教育大前駅
D20,近鉄大阪線,関屋駅
D21,近鉄大阪線,二上駅
D22,近鉄大阪線,近鉄下田駅
D23,近鉄大阪線,五位堂駅
D24,近鉄大阪線,築山駅
D25,近鉄大阪線,大和高田駅
D26,近鉄大阪線,松塚駅
D27,近鉄大阪線,真菅駅
D39,近鉄大阪線,大和八木駅
D40,近鉄大阪線,耳成駅
D41,近鉄大阪線,大福駅
D42,近鉄大阪線,桜井駅
D43,近鉄大阪線,大和朝倉駅
D44,近鉄大阪線,長谷寺駅
D45,近鉄大阪線,榛原駅
D46,近鉄大阪線,室生口大野駅
D47,近鉄大阪線,三本松駅
D48,近鉄大阪線,赤目口駅
D49,近鉄大阪線,名張駅
D50,近鉄大阪線,桔梗が丘駅
D51,近鉄大阪線,美旗駅
D52,近鉄大阪線,伊賀神戸駅
D53,近鉄大阪線,青山町駅
D54,近鉄大阪線,伊賀上津駅
D55,近鉄大阪線,西青山駅
D56,近鉄大阪線,東青山駅
D57,近鉄大阪線,榊原温泉口駅
D58,近鉄大阪線,大三駅
D59,近鉄大阪線,伊勢石橋駅
D60,近鉄大阪線,川合高岡駅
D61,近鉄大阪線,伊勢中川駅
J12,近鉄信貴線,河内山本駅
J13,近鉄信貴線,服部川駅
J14,近鉄信貴線,信貴山口駅
K21,近鉄湯の山線,近鉄四日市駅
K22,近鉄湯の山線,中川原駅
K23,近鉄湯の山線,伊勢松本駅
K24,近鉄湯の山線,伊勢川島駅
K25,近鉄湯の山線,高角駅
K26,近鉄湯の山線,桜駅
K27,近鉄湯の山線,菰野駅
K28,近鉄湯の山線,中菰野駅
K29,近鉄湯の山線,大羽根園駅
K30,近鉄湯の山線,湯の山温泉駅
L29,近鉄鈴鹿線,伊勢若松駅
L30,近鉄鈴鹿線,柳駅
L31,近鉄鈴鹿線,鈴鹿市駅
L32,近鉄鈴鹿線,三日市駅
L33,近鉄鈴鹿線,平田町駅
M61,近鉄山田線,伊勢中川駅
M62,近鉄山田線,伊勢中原駅
M63,近鉄山田線,松ヶ崎駅
M64,近鉄山田線,松阪駅
M65,近鉄山田線,東松阪駅
M66,近鉄山田線,櫛田駅
M67,近鉄山田線,漕代駅
M68,近鉄山田線,斎宮駅
M69,近鉄山田線,明星駅
M70,近鉄山田線,明野駅
M71,近鉄山田線,小俣駅
M72,近鉄山田線,宮町駅
M73,近鉄山田線,伊勢市駅
M74,近鉄山田線,宇治山田駅
M74,近鉄鳥羽線,宇治山田駅
M75,近鉄鳥羽線,五十鈴川駅#
M76,近鉄鳥羽線,朝熊駅
M77,近鉄鳥羽線,池の浦駅
M78,近鉄鳥羽線,鳥羽駅
M78,近鉄志摩線,鳥羽駅
M79,近鉄志摩線,中之郷駅
M80,近鉄志摩線,志摩赤崎駅
M81,近鉄志摩線,船津駅
M82,近鉄志摩線,加茂駅
M83,近鉄志摩線,松尾駅
M84,近鉄志摩線,白木駅
M85,近鉄志摩線,五知駅
M86,近鉄志摩線,沓掛駅
M87,近鉄志摩線,上之郷駅
M88,近鉄志摩線,志摩磯部駅
M89,近鉄志摩線,穴川駅
M90,近鉄志摩線,志摩横山駅
M91,近鉄志摩線,鵜方駅
M92,近鉄志摩線,志摩神明駅
M93,近鉄志摩線,賢島駅
F01,近鉄南大阪線,大阪阿部野橋駅
F02,近鉄南大阪線,河堀口駅
F03,近鉄南大阪線,北田辺駅
F04,近鉄南大阪線,今川駅
F05,近鉄南大阪線,針中野駅
F06,近鉄南大阪線,矢田駅
F07,近鉄南大阪線,河内天美駅
F08,近鉄南大阪線,布忍駅
F09,近鉄南大阪線,高見ノ里駅
F10,近鉄南大阪線,河内松原駅
F11,近鉄南大阪線,恵我ノ荘駅
F12,近鉄南大阪線,高鷲駅
F13,近鉄南大阪線,藤井寺駅
F14,近鉄南大阪線,土師ノ里駅
F15,近鉄南大阪線,道明寺駅
F16,近鉄南大阪線,古市駅
F17,近鉄南大阪線,駒ヶ谷駅
F18,近鉄南大阪線,上ノ太子駅
F19,近鉄南大阪線,二上山駅
F20,近鉄南大阪線,二上神社口駅
F21,近鉄南大阪線,当麻寺駅
F22,近鉄南大阪線,磐城駅
F23,近鉄南大阪線,尺土駅
F24,近鉄南大阪線,高田市駅
F25,近鉄南大阪線,浮孔駅
F26,近鉄南大阪線,坊城駅
F27,近鉄南大阪線,橿原神宮西口駅
F42,近鉄南大阪線,橿原神宮前駅
F42,近鉄吉野線,橿原神宮前駅
F43,近鉄吉野線,岡寺駅
F44,近鉄吉野線,飛鳥駅
F45,近鉄吉野線,壺阪山駅
F46,近鉄吉野線,市尾駅
F47,近鉄吉野線,葛駅
F48,近鉄吉野線,吉野口駅
F49,近鉄吉野線,薬水駅
F50,近鉄吉野線,福神駅
F51,近鉄吉野線,大阿太駅
F52,近鉄吉野線,下市口駅
F53,近鉄吉野線,越部駅
F54,近鉄吉野線,六田駅
F55,近鉄吉野線,大和上市駅
F56,近鉄吉野線,吉野神宮駅
F57,近鉄吉野線,吉野駅
N15,近鉄道明寺線,道明寺駅
N16,近鉄道明寺線,柏原南口駅
N17,近鉄道明寺線,柏原駅
O16,近鉄長野線,古市駅
O17,近鉄長野線,喜志駅
O18,近鉄長野線,富田林駅
O19,近鉄長野線,富田林西口駅
O20,近鉄長野線,川西駅
O21,近鉄長野線,滝谷不動駅
O22,近鉄長野線,汐ノ宮駅
O23,近鉄長野線,河内長野駅
P23,近鉄御所線,尺土駅
P24,近鉄御所線,近鉄新庄駅
P25,近鉄御所線,忍海駅
P26,近鉄御所線,近鉄御所駅
Y17,近鉄生駒鋼索線,鳥居前駅
Y18,近鉄生駒鋼索線,宝山寺駅
Y19,近鉄生駒鋼索線,梅屋敷駅
Y20,近鉄生駒鋼索線,霞ヶ丘駅
Y21,近鉄生駒鋼索線,生駒山上駅
Z14,近鉄西信貴鋼索線,信貴山口駅
Z15,近鉄西信貴鋼索線,高安山駅
S01,神戸市営地下鉄西神・山手線,谷上駅
S02,神戸市営地下鉄西神・山手線,新神戸駅
S03,神戸市営地下鉄西神・山手線,三宮駅
S04,神戸市営地下鉄西神・山手線,県庁前駅
S05,神戸市営地下鉄西神・山手線,大倉山駅
S06,神戸市営地下鉄西神・山手線,湊川公園駅
S07,神戸市営地下鉄西神・山手線,上沢駅
S08,神戸市営地下鉄西神・山手線,長田（長田神社前）駅
S09,神戸市営地下鉄西神・山手線,新長田駅
S10,神戸市営地下鉄西神・山手線,板宿駅
S11,神戸市営地下鉄西神・山手線,妙法寺駅
S12,神戸市営地下鉄西神・山手線,名谷駅
S13,神戸市営地下鉄西神・山手線,総合運動公園駅
S14,神戸市営地下鉄西神・山手線,学園都市駅
S15,神戸市営地下鉄西神・山手線,伊川谷駅
S16,神戸市営地下鉄西神・山手線,西神南駅
S17,神戸市営地下鉄西神・山手線,西神中央駅
K01,神戸市営地下鉄海岸線,三宮・花時計前駅
K02,神戸市営地下鉄海岸線,旧居留地・大丸前駅
K03,神戸市営地下鉄海岸線,みなと元町駅
K04,神戸市営地下鉄海岸線,ハーバーランド駅
K05,神戸市営地下鉄海岸線,中央市場前駅
K06,神戸市営地下鉄海岸線,和田岬駅
K07,神戸市営地下鉄海岸線,御崎公園駅
K08,神戸市営地下鉄海岸線,苅藻駅
K09,神戸市営地下鉄海岸線,駒ヶ林駅
K10,神戸市営地下鉄海岸線,新長田駅（鉄人28号前）
S01,北神急行電鉄北神線,谷上駅
S02,北神急行電鉄北神線,新神戸駅
P01,神戸新交通ポートアイランド線,三宮駅
P02,神戸新交通ポートアイランド線,貿易センター駅
P03,神戸新交通ポートアイランド線,ポートターミナル駅
P04,神戸新交通ポートアイランド線,中公園駅
P05,神戸新交通ポートアイランド線,みなとじま駅
P06,神戸新交通ポートアイランド線,市民広場駅
P07,神戸新交通ポートアイランド線,医療センター駅
P08,神戸新交通ポートアイランド線,京コンピュータ前駅
P09,神戸新交通ポートアイランド線,神戸空港駅
PL07,神戸新交通ポートアイランド線,南公園駅
PL08,神戸新交通ポートアイランド線,中埠頭駅
PL09,神戸新交通ポートアイランド線,北埠頭駅
R01,神戸新交通六甲アイランド線,住吉駅
R02,神戸新交通六甲アイランド線,魚崎駅
R03,神戸新交通六甲アイランド線,南魚崎駅
R04,神戸新交通六甲アイランド線,アイランド北口駅
R05,神戸新交通六甲アイランド線,アイランドセンター駅
R06,神戸新交通六甲アイランド線,マリンパーク駅
HK-01,阪急神戸本線,梅田駅
HK-02,阪急神戸本線,中津駅
HK-03,阪急神戸本線,十三駅
HK-04,阪急神戸本線,神崎川駅
HK-05,阪急神戸本線,園田駅
HK-06,阪急神戸本線,塚口駅
HK-07,阪急神戸本線,武庫之荘駅
HK-08,阪急神戸本線,西宮北口駅
HK-09,阪急神戸本線,夙川駅
HK-10,阪急神戸本線,芦屋川駅
HK-11,阪急神戸本線,岡本駅
HK-12,阪急神戸本線,御影駅
HK-13,阪急神戸本線,六甲駅
HK-14,阪急神戸本線,王子公園駅
HK-15,阪急神戸本線,春日野道駅
HK-16,阪急神戸本線,神戸三宮駅
HS 36,阪急神戸高速線,新開地駅
HS 35,阪急神戸高速線,高速神戸駅
HK-17,阪急神戸高速線,花隈駅
HK-16,阪急神戸高速線,神戸三宮駅
HK-06,阪急伊丹線,塚口駅
HK-18,阪急伊丹線,稲野駅
HK-19,阪急伊丹線,新伊丹駅
HK-20,阪急伊丹線,伊丹駅
HK-56,阪急今津線,宝塚駅
HK-28,阪急今津線,宝塚南口駅
HK-27,阪急今津線,逆瀬川駅
HK-26,阪急今津線,小林駅
HK-25,阪急今津線,仁川駅
HK-24,阪急今津線,甲東園駅
HK-23,阪急今津線,門戸厄神駅
HK-08,阪急今津線,西宮北口駅
HK-22,阪急今津線,阪神国道駅
HK-21,阪急今津線,今津駅
HK-09,阪急甲陽線,夙川駅
HK-29,阪急甲陽線,苦楽園口駅
HK-30,阪急甲陽線,甲陽園駅
HK-01,阪急宝塚本線,梅田駅
HK-02,阪急宝塚本線,中津駅
HK-03,阪急宝塚本線,十三駅
HK-41,阪急宝塚本線,三国駅
HK-42,阪急宝塚本線,庄内駅
HK-43,阪急宝塚本線,服部天神駅
HK-44,阪急宝塚本線,曽根駅
HK-45,阪急宝塚本線,岡町駅
HK-46,阪急宝塚本線,豊中駅
HK-47,阪急宝塚本線,蛍池駅
HK-48,阪急宝塚本線,石橋駅
HK-49,阪急宝塚本線,池田駅
HK-50,阪急宝塚本線,川西能勢口駅
HK-51,阪急宝塚本線,雲雀丘花屋敷駅
HK-52,阪急宝塚本線,山本駅
HK-53,阪急宝塚本線,中山観音駅
HK-54,阪急宝塚本線,売布神社駅
HK-55,阪急宝塚本線,清荒神駅
HK-56,阪急宝塚本線,宝塚駅
HK-48,阪急箕面線,石橋駅
HK-57,阪急箕面線,桜井駅
HK-58,阪急箕面線,牧落駅
HK-59,阪急箕面線,箕面駅
HK-01,阪急京都本線,梅田駅
HK-03,阪急京都本線,十三駅
HK-61,阪急京都本線,南方駅
HK-62,阪急京都本線,崇禅寺駅
HK-63,阪急京都本線,淡路駅
HK-64,阪急京都本線,上新庄駅
HK-65,阪急京都本線,相川駅
HK-66,阪急京都本線,正雀駅
HK-67,阪急京都本線,摂津市駅
HK-68,阪急京都本線,南茨木駅
HK-69,阪急京都本線,茨木市駅
HK-70,阪急京都本線,総持寺駅
HK-71,阪急京都本線,富田駅
HK-72,阪急京都本線,高槻市駅
HK-73,阪急京都本線,上牧駅
HK-74,阪急京都本線,水無瀬駅
HK-75,阪急京都本線,大山崎駅
HK-76,阪急京都本線,西山天王山駅
HK-77,阪急京都本線,長岡天神駅
HK-78,阪急京都本線,西向日駅
HK-79,阪急京都本線,東向日駅
HK-80,阪急京都本線,洛西口駅
HK-81,阪急京都本線,桂駅
HK-82,阪急京都本線,西京極駅
HK-83,阪急京都本線,西院駅
HK-84,阪急京都本線,大宮駅
HK-85,阪急京都本線,烏丸駅
HK-86,阪急京都本線,河原町駅
K11,阪急千里線,天神橋筋六丁目駅
HK-87,阪急千里線,柴島駅
HK-63,阪急千里線,淡路駅
HK-88,阪急千里線,下新庄駅
HK-89,阪急千里線,吹田駅
HK-90,阪急千里線,豊津駅
HK-91,阪急千里線,関大前駅
HK-92,阪急千里線,千里山駅
HK-93,阪急千里線,南千里駅
HK-94,阪急千里線,山田駅
HK-95,阪急千里線,北千里駅
HK-81,阪急嵐山線,桂駅
HK-96,阪急嵐山線,上桂駅
HK-97,阪急嵐山線,松尾大社駅
HK-98,阪急嵐山線,嵐山駅
NS01,能勢電鉄妙見線,川西能勢口駅
NS02,能勢電鉄妙見線,絹延橋駅
NS03,能勢電鉄妙見線,滝山駅
NS04,能勢電鉄妙見線,鶯の森駅
NS05,能勢電鉄妙見線,鼓滝駅
NS06,能勢電鉄妙見線,多田駅
NS07,能勢電鉄妙見線,平野駅
NS08,能勢電鉄妙見線,一の鳥居駅
NS09,能勢電鉄妙見線,畦野駅
NS10,能勢電鉄妙見線,山下駅
NS11,能勢電鉄妙見線,笹部駅
NS12,能勢電鉄妙見線,光風台駅
NS13,能勢電鉄妙見線,ときわ台駅
NS14,能勢電鉄妙見線,妙見口駅
NS10,能勢電鉄日生線,山下駅
NS21,能勢電鉄日生線,日生中央駅
HS 01,阪神本線,梅田駅
HS 02,阪神本線,福島駅
HS 03,阪神本線,野田駅
HS 04,阪神本線,淀川駅
HS 05,阪神本線,姫島駅
HS 06,阪神本線,千船駅
HS 07,阪神本線,杭瀬駅
HS 08,阪神本線,大物駅
HS 09,阪神本線,尼崎駅
HS 10,阪神本線,出屋敷駅
HS 11,阪神本線,尼崎センタープール前駅
HS 12,阪神本線,武庫川駅
HS 13,阪神本線,鳴尾駅
HS 14,阪神本線,甲子園駅
HS 15,阪神本線,久寿川駅
HS 16,阪神本線,今津駅
HS 17,阪神本線,西宮駅
HS 18,阪神本線,香櫨園駅
HS 19,阪神本線,打出駅
HS 20,阪神本線,芦屋駅
HS 21,阪神本線,深江駅
HS 22,阪神本線,青木駅
HS 23,阪神本線,魚崎駅
HS 24,阪神本線,住吉駅
HS 25,阪神本線,御影駅
HS 26,阪神本線,石屋川駅
HS 27,阪神本線,新在家駅
HS 28,阪神本線,大石駅
HS 29,阪神本線,西灘駅
HS 30,阪神本線,岩屋駅
HS 31,阪神本線,春日野道駅
HS 32,阪神本線,神戸三宮駅
HS 33,阪神本線,元町駅
HS 39 SY 01,阪神神戸高速線,（山陽）西代駅
HS 38,阪神神戸高速線,高速長田駅
HS 37,阪神神戸高速線,大開駅
HS 36,阪神神戸高速線,新開地駅
HS 35,阪神神戸高速線,高速神戸駅
HS 34,阪神神戸高速線,西元町駅
HS 33,阪神神戸高速線,（阪神）元町駅
HS 09,阪神なんば線,尼崎駅
HS 08,阪神なんば線,大物駅
HS 49,阪神なんば線,出来島駅
HS 48,阪神なんば線,福駅
HS 47,阪神なんば線,伝法駅
HS 46,阪神なんば線,千鳥橋駅
HS 45,阪神なんば線,西九条駅
HS 44,阪神なんば線,九条駅
HS 43,阪神なんば線,ドーム前駅
HS 42,阪神なんば線,桜川駅
HS 41,阪神なんば線,大阪難波駅
HS 12,阪神武庫川線,武庫川駅
HS 53,阪神武庫川線,東鳴尾駅
HS 52,阪神武庫川線,洲先駅
HS 51,阪神武庫川線,武庫川団地前駅
SY 01　HS 39,山陽電気鉄道本線,西代駅
SY 02,山陽電気鉄道本線,板宿駅
SY 03,山陽電気鉄道本線,東須磨駅
SY 04,山陽電気鉄道本線,月見山駅
SY 05,山陽電気鉄道本線,須磨寺駅
SY 06,山陽電気鉄道本線,山陽須磨駅
SY 07,山陽電気鉄道本線,須磨浦公園駅
SY 08,山陽電気鉄道本線,山陽塩屋駅
SY 09,山陽電気鉄道本線,滝の茶屋駅
SY 10,山陽電気鉄道本線,東垂水駅
SY 11,山陽電気鉄道本線,山陽垂水駅
SY 12,山陽電気鉄道本線,霞ヶ丘駅
SY 13,山陽電気鉄道本線,舞子公園駅
SY 14,山陽電気鉄道本線,西舞子駅
SY 15,山陽電気鉄道本線,大蔵谷駅
SY 16,山陽電気鉄道本線,人丸前駅
SY 17,山陽電気鉄道本線,山陽明石駅
SY 18,山陽電気鉄道本線,西新町駅
SY 19,山陽電気鉄道本線,林崎松江海岸駅
SY 20,山陽電気鉄道本線,藤江駅
SY 21,山陽電気鉄道本線,中八木駅
SY 22,山陽電気鉄道本線,江井ヶ島駅
SY 23,山陽電気鉄道本線,西江井ヶ島駅
SY 24,山陽電気鉄道本線,山陽魚住駅
SY 25,山陽電気鉄道本線,東二見駅
SY 26,山陽電気鉄道本線,西二見駅
SY 27,山陽電気鉄道本線,播磨町駅
SY 28,山陽電気鉄道本線,別府駅
SY 29,山陽電気鉄道本線,浜の宮駅
SY 30,山陽電気鉄道本線,尾上の松駅
SY 31,山陽電気鉄道本線,高砂駅
SY 32,山陽電気鉄道本線,荒井駅
SY 33,山陽電気鉄道本線,伊保駅
SY 34,山陽電気鉄道本線,山陽曽根駅
SY 35,山陽電気鉄道本線,大塩駅
SY 36,山陽電気鉄道本線,的形駅
SY 37,山陽電気鉄道本線,八家駅
SY 38,山陽電気鉄道本線,白浜の宮駅
SY 39,山陽電気鉄道本線,妻鹿駅
SY 40,山陽電気鉄道本線,飾磨駅
SY 41,山陽電気鉄道本線,亀山駅
SY 42,山陽電気鉄道本線,手柄駅
SY 43,山陽電気鉄道本線,山陽姫路駅
SY 40,山陽電気鉄道網干線,飾磨駅
SY 51,山陽電気鉄道網干線,西飾磨駅
SY 52,山陽電気鉄道網干線,夢前川駅
SY 53,山陽電気鉄道網干線,広畑駅
SY 54,山陽電気鉄道網干線,山陽天満駅
SY 55,山陽電気鉄道網干線,平松駅
SY 56,山陽電気鉄道網干線,山陽網干駅
KB01,神戸電鉄神戸高速線,新開地駅
KB02,神戸電鉄神戸高速線,湊川駅
KB01,神戸電鉄有馬線,新開地駅
KB02,神戸電鉄有馬線,湊川駅
KB03,神戸電鉄有馬線,長田駅
KB04,神戸電鉄有馬線,丸山駅
KB05,神戸電鉄有馬線,鵯越駅
KB06,神戸電鉄有馬線,鈴蘭台駅
KB07,神戸電鉄有馬線,北鈴蘭台駅
KB08,神戸電鉄有馬線,山の街駅
KB09,神戸電鉄有馬線,箕谷駅
KB10,神戸電鉄有馬線,谷上駅
KB11,神戸電鉄有馬線,花山駅
KB12,神戸電鉄有馬線,大池駅
KB13,神戸電鉄有馬線,神鉄六甲駅
KB14,神戸電鉄有馬線,唐櫃台駅
KB15,神戸電鉄有馬線,有馬口駅
KB16,神戸電鉄有馬線,有馬温泉駅
KB15,神戸電鉄三田線,有馬口駅
KB21,神戸電鉄三田線,五社駅
KB22,神戸電鉄三田線,岡場駅
KB23,神戸電鉄三田線,田尾寺駅
KB24,神戸電鉄三田線,二郎駅
KB25,神戸電鉄三田線,道場南口駅
KB26,神戸電鉄三田線,神鉄道場駅
KB27,神戸電鉄三田線,横山駅
KB28,神戸電鉄三田線,三田本町駅
KB29,神戸電鉄三田線,三田駅
KB27,神戸電鉄公園都市線,横山駅
KB31,神戸電鉄公園都市線,フラワータウン駅
KB32,神戸電鉄公園都市線,南ウッディタウン駅
KB33,神戸電鉄公園都市線,ウッディタウン中央駅
KB06,神戸電鉄粟生線,鈴蘭台駅
KB41,神戸電鉄粟生線,鈴蘭台西口駅
KB42,神戸電鉄粟生線,西鈴蘭台駅
KB43,神戸電鉄粟生線,藍那駅
KB44,神戸電鉄粟生線,木津駅
KB45,神戸電鉄粟生線,木幡駅
KB46,神戸電鉄粟生線,栄駅
KB47,神戸電鉄粟生線,押部谷駅
KB48,神戸電鉄粟生線,緑が丘駅
KB49,神戸電鉄粟生線,広野ゴルフ場前駅
KB50,神戸電鉄粟生線,志染駅
KB51,神戸電鉄粟生線,恵比須駅
KB52,神戸電鉄粟生線,三木上の丸駅
KB53,神戸電鉄粟生線,三木駅
KB54,神戸電鉄粟生線,大村駅
KB55,神戸電鉄粟生線,樫山駅
KB56,神戸電鉄粟生線,市場駅
KB57,神戸電鉄粟生線,小野駅
KB58,神戸電鉄粟生線,葉多駅
KB59,神戸電鉄粟生線,粟生駅
KH01,京阪本線,淀屋橋駅
KH02,京阪本線,北浜駅
KH03,京阪本線,天満橋駅
KH04,京阪本線,京橋駅
KH05,京阪本線,野江駅
KH06,京阪本線,関目駅
KH07,京阪本線,森小路駅
KH08,京阪本線,千林駅
KH09,京阪本線,滝井駅
KH10,京阪本線,土居駅
KH11,京阪本線,守口市駅
KH12,京阪本線,西三荘駅
KH13,京阪本線,門真市駅
KH14,京阪本線,古川橋駅
KH15,京阪本線,大和田駅
KH16,京阪本線,萱島駅
KH17,京阪本線,寝屋川市駅
